Conversation_ID,Order,Speaker_ID,Line_ID,Text,AnimationTrigger,TargetCharacter_ID,AnimationClip,SneakersAnimationClip,SoundEffect,BeforeTextDelaySeconds
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
D1_Night,,,,,,,,,,
,,,,,,,,,,
DAY1_CHAT_N,0,NAME_PLAYER,DAY1_CHAT_N_01,,,,,,,
DAY1_CHAT_N,1,NAME_PLAYER,DAY1_CHAT_N_02,,,,,,,
DAY1_CHAT_N,2,NAME_GONYONG,DAY1_CHAT_N_03,,,,,,,
DAY1_CHAT_N,3,NAME_ADULT,DAY1_CHAT_N_04,,,,,,,
DAY1_CHAT_N,4,NAME_PLAYER,DAY1_CHAT_N_05,,,,,,,
DAY1_CHAT_N,5,NAME_PLAYER,DAY1_CHAT_N_08,,,,,,,
DAY1_CHAT_N,6,NAME_PLAYER,DAY1_CHAT_N_09,,,,,,,
DAY1_CHAT_N,7,NAME_ADULT,DAY1_CHAT_N_10,,,,,,,
DAY1_CHAT_N,8,NAME_PURPLE,DAY1_CHAT_N_11,,,,,,,
DAY1_CHAT_N,9,NAME_PLAYER,DAY1_CHAT_N_12,,,,,,,
DAY1_CHAT_N,10,NAME_PURPLE,DAY1_CHAT_N_13,,,,,,,
DAY1_CHAT_N,11,NAME_GONYONG,DAY1_CHAT_N_14,,,,,,,
DAY1_CHAT_N,12,NAME_PIGGY,DAY1_CHAT_N_15,,,,,,,
DAY1_CHAT_N,13,NAME_GONYONG,DAY1_CHAT_N_16,,,,,,,
DAY1_CHAT_N,14,NAME_PIGGY,DAY1_CHAT_N_17,,,,,,,
DAY1_CHAT_N,15,NAME_GONYONG,DAY1_CHAT_N_18,,,,,,,
DAY1_CHAT_N,16,NAME_PLAYER,DAY1_CHAT_N_19,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
DAY2_CHAT_M,0,NAME_GONYONG,DAY2_CHAT_M_01,,,,,,,
DAY2_CHAT_M,1,NAME_MINUM,DAY2_CHAT_M_02,,,,,,,
DAY2_CHAT_M,2,NAME_MINUM,DAY2_CHAT_M_03,,,,,,,
DAY2_CHAT_M,3,NAME_MINUM,DAY2_CHAT_M_04,,,,,,,
DAY2_CHAT_M,4,NAME_MINUM,DAY2_CHAT_M_05,,,,,,,
DAY2_CHAT_M,5,NAME_SOWRD,DAY2_CHAT_M_06,,,,,,,
DAY2_CHAT_M,6,NAME_GONYONG,DAY2_CHAT_M_07,,,,,,,
DAY2_CHAT_M,7,NAME_GONYONG,DAY2_CHAT_M_08,,,,,,,
DAY2_CHAT_M,8,NAME_MINUM,DAY2_CHAT_M_09,,,,,,,
DAY2_CHAT_M,9,NAME_MINUM,DAY2_CHAT_M_10,,,,,,,
DAY2_CHAT_M,10,NAME_MINUM,DAY2_CHAT_M_11,,,,,,,
DAY2_CHAT_M,11,NAME_MINUM,DAY2_CHAT_M_12,,,,,,,
DAY2_CHAT_M,12,NAME_MINUM,DAY2_CHAT_M_13,,,,,,,
DAY2_CHAT_M,13,NAME_NUREONG,DAY2_CHAT_M_14,,,,,,,
DAY2_CHAT_M,14,NAME_PURPLE,DAY2_CHAT_M_15,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
DAY2_CHAT_N,0,NAME_SOWRD,DAY2_CHAT_N_01,,,,,,,
DAY2_CHAT_N,1,NAME_SOWRD,DAY2_CHAT_N_02,,,,,,,
DAY2_CHAT_N,2,NAME_SOWRD,DAY2_CHAT_N_03,,,,,,,
DAY2_CHAT_N,3,NAME_SOWRD,DAY2_CHAT_N_04,,,,,,,
DAY2_CHAT_N,4,NAME_SOWRD,DAY2_CHAT_N_05,,,,,,,
DAY2_CHAT_N,5,NAME_SOWRD,DAY2_CHAT_N_06,,,,,,,
DAY2_CHAT_N,6,NAME_SOWRD,DAY2_CHAT_N_07,,,,,,,
DAY2_CHAT_N,7,NAME_SYONG,DAY2_CHAT_N_08,,,,,,,
DAY2_CHAT_N,8,NAME_SOWRD,DAY2_CHAT_N_09,,,,,,,
DAY2_CHAT_N,9,NAME_PLAYER,DAY2_CHAT_N_10,,,,,,,
DAY2_CHAT_N,10,NAME_PIGGY,DAY2_CHAT_N_11,,,,,,,
DAY2_CHAT_N,11,NAME_SOWRD,DAY2_CHAT_N_12,,,,,,,
DAY2_CHAT_N,12,NAME_GONYONG,DAY2_CHAT_N_13,,,,,,,
DAY2_CHAT_N,13,NAME_ADULT,DAY2_CHAT_N_14,,,,,,,
DAY2_CHAT_N,14,NAME_PIGGY,DAY2_CHAT_N_15,,,,,,,
DAY2_CHAT_N,15,NAME_YSS,DAY2_CHAT_N_16,,,,,,,
DAY2_CHAT_N,16,NAME_YSS,DAY2_CHAT_N_17,,,,,,,
DAY2_CHAT_N,17,NAME_YSS,DAY2_CHAT_N_18,,,,,,,
DAY2_CHAT_N,18,NAME_ADULT,DAY2_CHAT_N_19,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,NAME_PLAYER,,,,,,,,
,,NAME_PLAYER,,,,,,,,
,,NAME_GONYONG,,,,,,,,
,,NAME_PLAYER,,,,,,,,
,,NAME_PLAYER,,,,,,,,
,,NAME_PIGGY,,,,,,,,
,,NAME_PIGGY,,,,,,,,
,,NAME_PIGGY,,,,,,,,
,,NAME_GONYONG,,,,,,,,
,,NAME_GONYONG,,,,,,,,
,,NAME_PIGGY,,,,,,,,
,,NAME_GONYONG,,,,,,,,
,,NAME_PIGGY,,,,,,,,
,,NAME_GONYONG,,,,,,,,
,,NAME_HWAN,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
VIDEO,1,NAME_PLAYER,VIDEO_01,...,,,,,,
VIDEO,2,NAME_ADULT,VIDEO_02,존나 덥네,,,,,,
VIDEO,3,NAME_GONYONG,VIDEO_03,아~ 빨리 졸업하고 싶다~,,,,,,
VIDEO,4,NAME_GONYONG,VIDEO_04,1년 뒤에는 우리도 술 마시고 있겠지?,,,,,,
VIDEO,5,NAME_PLAYER,VIDEO_05,난 옆에서 오렌지주스 마시고 있을게,,NAME_PLAYER,Player_Seat,,,
VIDEO,6,NAME_ADULT,VIDEO_06,아!!,,NAME_ADULT,ADULT_Seat,,,
VIDEO,7,NAME_ADULT,VIDEO_07,뭔 오렌지주스야!!,,NAME_PLAYER|NAME_ADULT,Player_Seat_Boring|ADULT_Seat,,,
VIDEO,8,NAME_PLAYER,VIDEO_08,술 맛대가리 없다고;;;,,NAME_PLAYER|NAME_ADULT,Player_Seat_Boring|ADULT_Seat,,,
VIDEO,9,NAME_PLAYER,VIDEO_09,드럽게 비싸고 건강에도 안 좋고,,NAME_PLAYER|NAME_ADULT,Player_Seat_Boring|ADULT_Seat,,,
VIDEO,10,NAME_GONYONG,VIDEO_10,술자리에서 술을 안마시면,,NAME_PLAYER|NAME_ADULT|NAME_GONYONG,Player_Seat_Boring|ADULT_Seat|GONYONG_Seat,,,
VIDEO,11,NAME_GONYONG,VIDEO_11,무슨 재미로 있냐,,NAME_PLAYER|NAME_ADULT|NAME_GONYONG,Player_Seat_Boring|ADULT_Seat|GONYONG_Seat,,,
VIDEO,12,NAME_PLAYER,VIDEO_12,너네는 구경만 해도 재밌어,,NAME_PLAYER|NAME_ADULT|NAME_GONYONG,Player_Seat_Smile|ADULT_Seat|GONYONG_Seat,,,
VIDEO,13,NAME_PLAYER,VIDEO_13,일단 엉인이가 길바닥에 토하고,,NAME_PLAYER|NAME_ADULT|NAME_GONYONG,Player_Seat_Smile|ADULT_Seat|GONYONG_Seat,,,
VIDEO,14,NAME_PLAYER,VIDEO_14,괴성 질러서 경찰서 함 가주고,,NAME_PLAYER|NAME_ADULT|NAME_GONYONG,Player_Seat_Smile|ADULT_Seat_Smile|GONYONG_Seat,,,
VIDEO,15,NAME_GONYONG,VIDEO_15,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,,NAME_PLAYER|NAME_ADULT|NAME_GONYONG,Player_Seat_Smile|ADULT_Seat_Smile|GONYONG_Seat_Boring,,,
VIDEO,16,NAME_ADULT,VIDEO_16,*랄,,NAME_PLAYER|NAME_ADULT|NAME_GONYONG,Player_Seat_Boring|ADULT_Seat_Smile|GONYONG_Seat_Boring,,,
VIDEO,17,NAME_ADULT,VIDEO_17,니 주스에 쏴주 탈 거다,,NAME_PLAYER|NAME_ADULT|NAME_GONYONG,Player_Seat_Boring|ADULT_Seat_Smile|GONYONG_Seat_Boring,,,
VIDEO,18,NAME_PLAYER,VIDEO_18,응 절대 안됨,,NAME_PLAYER|NAME_ADULT,Player_Seat_Boring|ADULT_Seat_Smile,,,
VIDEO,19,NAME_ADULT,VIDEO_19,응 되쥬??,,NAME_PLAYER|NAME_ADULT,Player_Seat_Boring|ADULT_Seat_Smile,,,
VIDEO,20,NAME_PLAYER,VIDEO_20,(종소리가 울린다),,,,,,
VIDEO,21,NAME_ADULT,VIDEO_21,체육쌤 언제 오시냐,,,,,,
VIDEO,22,NAME_PLAYER,VIDEO_22,몰라,,,,,,
